filename,index,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37
18.in,18,1.00000000154798,-0.063659873078599,0.217335810281381,0.304730430647422,0.0610875502960256,0.125072825827005,-0.0566353041594176,-0.186128589160044,0.0119804733575364,0.0407612015172475,0.341590206817248,0.227930814678135,0.268774063101616,-0.0327486666799051,-0.0647049848599395,-0.0849685055089167,-0.0885961102882755,0.0288974021479673,0.169910250434376,-0.122466599738396,-0.0394040933940732,0.0199796390980442,0.0533217386451346,0.108056739566404,-0.0021636770124582,-0.0609027310076686,-0.0377994730986926,0.0855829509720116,-0.0255526786726673,-0.0580258973588937,-0.0070714538941916,0.0837633487866071,-0.023457842844907,-0.0029415175330343,0.0172476555842851,0.12682716059176,0.0111098678538838
19.in,19,1.00000000143734,-0.0153177071592535,0.240457114438037,0.297731164493135,0.0971421854820201,0.0934149299382419,-0.0367058929148245,-0.181966638991827,0.0064183024303661,0.0562374387991369,0.355223361429248,0.24870021654817,0.299932951322703,-0.0512152634019782,-0.0753874840486919,-0.0584986956576906,-0.0854446558725729,0.0343664989229697,0.187040051478277,-0.121283791195913,-0.0209350070289788,0.0050620576924809,0.0519106276834546,0.122290493651674,0.0089015646078351,-0.0618848915570746,-0.0427213368348422,0.0800674465022122,-0.0178080333217405,-0.0469307743387373,-0.0086641445019533,0.0908596472972532,-0.0299076944090667,0.001819667532504,0.0211818634403029,0.142184062999007,0.0091113248557454
20.in,20,1.00000000145864,-0.141518166281098,0.256593529604846,0.283482576780494,0.114393545935605,0.0795846280729017,-0.101579044298436,-0.22108053030519,0.0320401296060279,-0.0054418470734305,0.367230528837431,0.256036523159806,0.305966035707082,-0.0156918765696502,-0.0949283221366273,-0.129104984143324,-0.0821034564111432,0.0007898257980571,0.195065889535008,-0.120916449307707,-0.0605472413924016,0.0505966868233108,0.0504903547290644,0.124663034756996,-0.0153072536777273,-0.0618806135323522,-0.0479865897629226,0.0774279851887677,-0.0401023399699271,-0.0841463062382621,-0.009193724048821,0.0935794087694746,-0.019066381348402,-0.0150953281478652,0.023656445648387,0.150035458655385,0.0034158651030117
21.in,21,1.00000000158355,-0.0896577632185761,0.273343888257728,0.247793236596436,0.162314589188192,0.0408972162106482,-0.0726814413095728,-0.206089872210948,0.0185683670756424,0.0201808673521702,0.377919241688894,0.271567064228485,0.329518421859138,-0.0335563306050043,-0.119261359856574,-0.0988390025214529,-0.0694840874839342,0.0165922091912522,0.212832961383801,-0.118515018813111,-0.0435773374071446,0.0307736924181271,0.0526951777765256,0.13883596654324,-0.0042114292928414,-0.0604729052046262,-0.0503118331679076,0.0668079429281542,-0.0290042552086275,-0.0690861984058206,-0.0075259874690898,0.100479198658411,-0.0240891834037519,-0.0081693278802909,0.0268366441723088,0.161902032996238,0.0007700715464403
23.in,23,1.00000000136468,-0.182650598161882,0.334451258332426,0.229778311338948,0.207903127864222,-0.0126274671261662,-0.116898886087038,-0.232881855029726,0.0411527241056438,-0.0221639037458222,0.404860917896256,0.290148500425591,0.38035873688555,-0.0074059491775914,-0.147592276591303,-0.149147963050082,-0.0678180980529868,-0.0085234852874669,0.246551583217278,-0.115066288446648,-0.0697770714404919,0.0598307665515879,0.0524094377691078,0.155830957579816,-0.019434194990606,-0.0608687727999524,-0.060520929042936,0.0569566273429126,-0.0460462115878509,-0.0916186065591853,-0.00833417029703,0.112258670495885,-0.0155136351815139,-0.0182100243364483,0.0366554479722142,0.183997475709705,-0.009742900343854
26.in,26,1.00000000130566,-0.141168243906523,0.200357474994983,0.3146592003449,0.0994694450868269,-0.0015210665763222,-0.0936930606951169,-0.22230240738512,0.0300523416878766,-0.0050402934159916,0.405838469410194,0.288696148837845,0.279010105564105,-0.0205297224817047,-0.0640520232169454,-0.131945679615702,-0.0294170459502879,-0.0002253932145681,0.17169777493606,-0.135326590229112,-0.0656648634980484,0.049101346877169,0.0829640254036279,0.132571072690734,-0.0150819744065257,-0.07605175642764,-0.0281148322843471,0.0878150898622096,-0.0422511279719563,-0.0855965737530475,-0.0071082828434706,0.0765939222077659,-0.0204783734630599,-0.0175166111793521,0.0334126560191058,0.164858288962801,-0.0038978172810866
33.in,33,1.00000000114421,-0.0920461362500403,0.164202703715885,0.361585960730238,0.107350383022418,-0.117247888955214,-0.0778179906030248,-0.207142194180494,0.0216581629929599,0.0235363181185789,0.455768667857754,0.349870962917441,0.284284819414215,-0.029912408493786,-0.0566418235136054,-0.0964942314492552,0.0200701242275268,0.0125647052156524,0.155327170402236,-0.152335199516817,-0.0439231623089619,0.0304631465161732,0.117311184272348,0.147504785001052,-0.0054972472805319,-0.0980984856306269,-0.0153234231513003,0.0997807920610986,-0.0322241552522842,-0.0697221943365063,-0.0103391927649871,0.070642567438631,-0.0218041062088294,-0.0074676667244617,0.043393794092211,0.205334038681763,-0.0198287141268462
36.in,36,1.00000000147904,-0.0655781502796426,0.255189510523333,0.36057409256321,0.0400592522621923,0.196544689388712,-0.0597247547348241,-0.195816356215161,0.0168894103520171,0.0335266431120328,0.381507509775471,0.264225128798921,0.287560140692986,-0.0381994742030604,-0.0295937753238288,-0.0821507430027221,-0.130780383695364,0.0225720811761099,0.193023342866902,-0.138684422553066,-0.0382844647219241,0.0242169356545121,0.0836129084040449,0.11384833137684,-0.0013854028462789,-0.0782275258651352,-0.0529873706348822,0.104335220198228,-0.0265576647224413,-0.0612266816784967,-0.0077960813884078,0.0948392458750994,-0.0248103399979201,-0.0061397130200831,0.0073092622344892,0.143022341559005,0.0178086335243978
37.in,37,1.00000000115985,-0.0148686576348359,0.301936182234195,0.34081117728921,0.0731905871779236,0.158569366930274,-0.0315054297124689,-0.175310270731456,0.0014823453912586,0.0611776824692958,0.396488647092421,0.278858427286366,0.320520108790377,-0.0488749817450628,-0.0513937123113491,-0.0562654899862549,-0.128853205643851,0.0369612490968082,0.217313607885555,-0.138159183955355,-0.0258229947095464,0.0035325302269589,0.0839105090929172,0.126371395992252,0.0064648164526402,-0.0768182195785648,-0.0614431758337739,0.0974049609350605,-0.0168057717361384,-0.0468079680530555,-0.008974556661376,0.107237031535231,-0.0279973840195541,0.0025990222705568,0.0154145476595162,0.160977193094334,0.0120346841642161
45.in,45,1.0000000013035,-0.096566492047931,0.275317886512249,0.358321809949807,0.105670080907942,0.0339251051255504,-0.0704653247967581,-0.209562567107502,0.0238886763279892,0.0179071631341561,0.460061424519011,0.346374565607285,0.331429500196982,-0.0334858055110379,-0.0555958930488613,-0.0989873525577114,-0.0747472867134639,0.0134358380719512,0.2166328971368,-0.151918312730909,-0.0495706755854475,0.0276390983023981,0.121481939954889,0.147694653945762,-0.0061042291919574,-0.0965722059749869,-0.0539238337271807,0.099475333377598,-0.0323387203547976,-0.0693730876962114,-0.0066438896587772,0.10124191437845,-0.0220238045350703,-0.0099954229957155,0.0296676980015485,0.204555648098835,-0.0022800062364891
