filename,index,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13
255.in,255,1.00000000133838,-0.0709105669510827,0.295956605331582,0.260250844338662,0.116498600515463,0.132451363875173,-0.12489346196677,-0.278732645078726,0.0156768735021542,0.0451501441164427,0.385394930436618,0.315468313438652,0.417690432769708
256.in,256,1.00000000125106,-0.192546049210618,0.308052775362966,0.249438847587261,0.134125242308268,0.113544094702761,-0.197196485187369,-0.33058249212481,0.0410702634926313,-0.0193123952176494,0.386289705819739,0.333519336584245,0.440385476371347
257.in,257,1.00000000104339,-0.152972125357631,0.336667124398552,0.227937186637329,0.171779914150745,0.0834330413244789,-0.167612274552461,-0.308067486991215,0.0328010629626059,0.0014713622092648,0.40840960057486,0.345087486313841,0.453558222979226
258.in,258,1.00000000102666,-0.0419836951709317,0.162133572276427,0.373416188636772,-0.0027965516746098,0.138889186800957,-0.112207505709597,-0.273934386115254,0.0091028910141713,0.0601897889223711,0.391841718806656,0.319147639256466,0.32369104947441
259.in,259,1.00000000129112,0.0254578355157621,0.195657220176355,0.355037864095467,0.0288276479927078,0.11062406740719,-0.0832367737160653,-0.248780234583922,-0.0077339853948161,0.0902796570526303,0.407709309614609,0.337807702453465,0.350859284261644
263.in,263,1.00000000151535,-0.136274345925883,0.280275862213262,0.285197801639351,0.139405878916982,-0.0011279690694754,-0.165708615450083,-0.307666313415622,0.0315818543210646,0.0075490999407444,0.447561323983328,0.391296481925589,0.438685671590802
264.in,264,1.00000000120006,-0.0310150574242285,0.10909665657793,0.436388886723392,-0.0303392034892368,0.0669489096952029,-0.107091590525285,-0.271921196258212,0.0102524321610002,0.0642501387164285,0.43181706671848,0.360136397424737,0.3024360326738
266.in,266,1.00000000110544,-0.10592635496767,0.141427298707768,0.396212735634559,0.0278715325214668,0.0099496742022494,-0.143213916233487,-0.293620954726509,0.0248676910795607,0.0267575329625558,0.455424433281799,0.380107477440085,0.337688510495358
268.in,268,1.00000000075542,-0.193408784613318,0.184457542211877,0.35363073646538,0.0843212280164334,-0.0425671983096321,-0.200867419048832,-0.329080846232926,0.0435688493799456,-0.0170805167787377,0.469638260532707,0.399643103607923,0.383342133902652
272.in,272,1.00000000156269,-0.116272290577889,0.1204543723327,0.153431530151141,0.141493323728123,0.0423574529813002,-0.12174457001816,-0.34848674636587,0.0277325087017476,0.0360728419336261,0.273897695141749,0.231463526375453,0.334602489148442
279.in,279,1.00000000130818,-0.0581547229515272,0.0885308186663588,0.174546669566331,0.144167415602109,-0.0638585059352481,-0.108580714120601,-0.334181111910116,0.0131837465364768,0.059545552082945,0.325645480668597,0.289948424355158,0.342223036127092
281.in,281,1.0000000012518,-0.138315729507175,0.127951558280357,0.134697132897118,0.19938509754667,-0.120928669192182,-0.152295049492992,-0.363292516582867,0.0269502714970241,0.0162835844964311,0.34641626039538,0.314565289492142,0.385503517809324
284.in,284,1.00000000103813,-0.102273356024788,-0.0042402478853949,0.252147797565778,0.0846463227251374,-0.119757355297879,-0.124027134858601,-0.347489643770127,0.024754385883139,0.0373126904219874,0.356577383858327,0.310785927164804,0.286359838734429
289.in,289,1.00000000110981,0.0153109643431223,0.152005146870771,0.219596493924734,0.0871950810442205,0.142307810835119,-0.0633147793153939,-0.304788638779742,-0.0022553068850108,0.0945699885592416,0.305308224086504,0.267859394938656,0.342700579625479
294.in,294,1.00000000130541,-0.0186801707296216,0.0659305225005379,0.271604284075984,0.0246970012420694,0.0956100586939699,-0.0839785544890249,-0.32522368330347,0.0065589262314932,0.082245040226178,0.325607835995454,0.282908491421759,0.293662084318228
300.in,300,1.0000000013028,-0.0297295133354052,0.0076508547553363,0.346472564947628,-0.0084619499579249,0.0188896485363389,-0.0880806485521212,-0.319856002370323,0.004330505997784,0.0732978396384713,0.379353484832961,0.32307326608903,0.264892120596175
